age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,debt_to_income,dependents,education,self_employed,property_area,existing_loans,loan_status
54,75636.0,6,690,101267.0,60,0.12,1,High School,No,Rural,1,Rejected
47,21290.0,12,626,7085.0,24,0.129,0,Bachelor,No,Rural,0,Approved
32,9940.0,14,673,25701.0,48,0.495,0,Bachelor,No,Urban,2,Rejected
35,82312.0,6,782,9102.0,24,0.513,3,High School,No,Semiurban,3,Approved
54,52165.0,17,658,16249.0,60,0.555,2,High School,Yes,Rural,1,Approved
30,103031.0,12,761,19826.0,24,0.325,0,Bachelor,No,Urban,1,Approved
43,33884.0,0,643,31167.0,36,0.276,0,Bachelor,No,Urban,3,Rejected
45,66683.0,0,633,15189.0,60,0.188,0,Master,No,Rural,1,Approved
54,87595.0,24,739,14180.0,36,0.086,2,High School,No,Urban,1,Approved
53,43001.0,8,624,15014.0,36,0.56,2,Bachelor,No,Semiurban,1,Rejected
41,43510.0,23,752,8921.0,12,0.155,0,Bachelor,No,Rural,0,Approved
34,55770.0,16,716,27150.0,12,0.367,1,Master,No,Semiurban,1,Approved
37,74129.0,19,624,21612.0,36,0.306,2,High School,No,Rural,1,Approved
39,54568.0,21,685,23885.0,36,0.43,2,High School,Yes,Rural,1,Approved
30,93975.0,12,649,17204.0,36,0.364,0,High School,No,Rural,3,Approved
49,42660.0,11,716,15879.0,60,0.169,3,Doctorate,Yes,Semiurban,3,Approved
30,26489.0,12,832,38649.0,48,0.146,0,High School,No,Urban,0,Approved
50,163150.0,10,662,34971.0,60,0.064,1,Master,No,Urban,0,Approved
54,39440.0,18,730,45150.0,36,0.084,0,Bachelor,Yes,Rural,1,Approved
64,40233.0,0,692,22933.0,36,0.108,2,Master,No,Urban,2,Approved
26,53045.0,8,692,43363.0,36,0.142,1,High School,No,Urban,3,Rejected
55,57070.0,18,678,13735.0,36,0.408,0,Bachelor,No,Semiurban,3,Approved
24,44463.0,6,626,15797.0,24,0.239,1,Doctorate,No,Semiurban,0,Approved
36,54475.0,10,715,39142.0,60,0.446,1,High School,Yes,Rural,2,Approved
28,53810.0,9,668,31143.0,48,0.292,1,Bachelor,No,Rural,3,Rejected
28,60551.0,10,622,14903.0,36,0.191,0,Master,Yes,Urban,0,Approved
28,15040.0,10,766,9118.0,36,0.254,0,High School,No,Urban,1,Approved
22,154751.0,4,697,15765.0,24,0.192,4,Master,No,Semiurban,1,Approved
58,50720.0,24,673,11533.0,36,0.344,0,High School,No,Urban,0,Approved
23,75692.0,5,791,55219.0,36,0.166,1,High School,No,Urban,1,Approved
38,25774.0,20,552,29500.0,60,0.167,0,High School,No,Urban,3,Rejected
52,42448.0,22,785,10941.0,36,0.224,2,Bachelor,No,Urban,0,Approved
65,37999.0,27,624,9126.0,36,0.071,1,High School,No,Semiurban,1,Approved
59,123431.0,1,706,10853.0,48,0.494,2,Bachelor,No,Urban,3,Approved
27,39851.0,9,646,12518.0,60,0.3,1,Bachelor,Yes,Semiurban,0,Approved
65,83452.0,2,621,16152.0,60,0.463,1,High School,Yes,Semiurban,3,Rejected
50,38459.0,12,789,37145.0,36,0.325,4,High School,No,Urban,2,Approved
29,42879.0,11,829,9604.0,36,0.291,2,High School,No,Urban,0,Approved
41,48052.0,19,673,79724.0,48,0.326,2,High School,Yes,Urban,3,Rejected
62,111436.0,23,715,9750.0,60,0.114,2,Bachelor,No,Semiurban,0,Approved
38,19451.0,20,694,7203.0,60,0.263,1,Bachelor,Yes,Urban,1,Approved
29,26675.0,11,820,53934.0,36,0.123,2,Master,No,Rural,3,Approved
60,18846.0,27,532,42487.0,48,0.475,1,Bachelor,No,Rural,2,Rejected
63,30241.0,18,718,15988.0,36,0.187,3,Doctorate,No,Semiurban,1,Approved
64,35197.0,27,635,23063.0,24,0.151,4,Bachelor,No,Rural,0,Approved
64,22632.0,1,513,23445.0,24,0.205,1,Doctorate,No,Urban,0,Rejected
60,36728.0,22,663,19673.0,12,0.091,1,High School,No,Urban,0,Approved
41,18160.0,16,829,7750.0,36,0.105,0,High School,No,Urban,0,Approved
29,31420.0,11,641,3586.0,36,0.448,2,Bachelor,No,Semiurban,0,Approved
48,106438.0,15,749,10395.0,48,0.209,2,Bachelor,No,Semiurban,2,Approved
30,68670.0,5,780,58608.0,48,0.119,3,Master,No,Rural,3,Approved
42,60974.0,22,689,60123.0,24,0.255,1,Bachelor,No,Rural,3,Rejected
50,31684.0,29,699,15183.0,48,0.489,2,Master,No,Semiurban,0,Approved
63,23629.0,0,561,9657.0,24,0.129,0,High School,No,Semiurban,3,Rejected
34,29394.0,1,636,21567.0,12,0.473,1,Bachelor,Yes,Urban,3,Rejected
32,53708.0,14,758,23944.0,60,0.148,1,Bachelor,No,Urban,2,Approved
54,88662.0,17,695,26598.0,12,0.17,1,High School,No,Urban,1,Approved
21,90345.0,3,718,3483.0,36,0.31,0,Master,No,Semiurban,1,Approved
46,77802.0,2,700,140178.0,48,0.509,0,Bachelor,No,Urban,1,Rejected
54,36660.0,17,850,37580.0,36,0.127,2,High School,Yes,Rural,0,Approved
45,55748.0,17,658,15828.0,36,0.211,1,Bachelor,No,Rural,2,Approved
38,46090.0,20,810,11284.0,48,0.235,0,Bachelor,No,Urban,2,Approved
58,49239.0,12,700,34196.0,36,0.214,2,Bachelor,No,Semiurban,0,Approved
37,168638.0,10,817,24838.0,36,0.627,0,Bachelor,No,Urban,0,Approved
52,20868.0,2,598,19111.0,60,0.283,0,Bachelor,No,Semiurban,0,Rejected
41,48340.0,17,704,24247.0,24,0.087,0,High School,No,Semiurban,1,Approved
22,107103.0,4,660,16728.0,36,0.316,0,High School,No,Semiurban,1,Approved
44,24559.0,8,700,23373.0,24,0.438,2,High School,No,Semiurban,2,Approved
23,38601.0,5,782,28861.0,12,0.292,2,Bachelor,Yes,Urban,1,Approved
62,41115.0,29,718,22500.0,60,0.307,2,High School,Yes,Urban,1,Approved
48,48644.0,5,782,21747.0,48,0.222,1,Bachelor,No,Rural,1,Approved
37,22864.0,17,640,44511.0,24,0.397,1,Doctorate,No,Rural,2,Rejected
42,76305.0,21,628,6374.0,36,0.226,2,Doctorate,Yes,Semiurban,0,Approved
48,79344.0,0,691,10716.0,24,0.134,2,Bachelor,Yes,Urban,1,Approved
32,72744.0,5,687,18313.0,48,0.31,1,Bachelor,Yes,Semiurban,1,Approved
33,34077.0,12,676,11200.0,36,0.038,1,Doctorate,No,Semiurban,3,Approved
39,57680.0,4,618,13915.0,60,0.432,0,Bachelor,Yes,Semiurban,3,Rejected
32,33537.0,11,780,41571.0,24,0.227,0,High School,No,Urban,3,Approved
55,45806.0,4,663,16339.0,36,0.216,0,High School,No,Rural,2,Approved
25,179781.0,7,797,5482.0,60,0.409,2,High School,No,Rural,3,Approved
58,57972.0,18,691,13670.0,60,0.303,0,Master,No,Rural,3,Approved
36,28623.0,10,739,18693.0,36,0.117,2,High School,No,Rural,3,Approved
46,60735.0,24,732,18470.0,36,0.264,1,High School,No,Urban,1,Approved
28,26150.0,0,628,25837.0,60,0.202,1,Bachelor,No,Urban,1,Rejected
38,28442.0,18,718,24501.0,48,0.182,1,Master,Yes,Semiurban,1,Approved
54,31023.0,21,835,16447.0,48,0.135,0,High School,Yes,Semiurban,2,Approved
33,43076.0,15,709,8289.0,48,0.402,4,Bachelor,Yes,Rural,1,Approved
26,92081.0,6,758,13513.0,60,0.552,0,Bachelor,No,Urban,2,Approved
44,75600.0,18,742,12008.0,36,0.438,2,High School,No,Urban,0,Approved
28,73331.0,10,713,14955.0,24,0.439,0,Bachelor,Yes,Semiurban,0,Approved
35,30052.0,17,704,28209.0,36,0.09,1,Master,No,Urban,1,Approved
41,40838.0,5,731,23407.0,48,0.046,1,High School,No,Urban,3,Approved
46,63875.0,28,747,30753.0,36,0.194,0,High School,Yes,Semiurban,1,Approved
49,38930.0,8,589,14023.0,36,0.287,0,Master,No,Rural,1,Rejected
51,47192.0,12,709,47981.0,48,0.532,1,Doctorate,No,Semiurban,2,Rejected
58,70111.0,5,676,27875.0,36,0.118,2,Bachelor,No,Urban,3,Approved
23,45400.0,4,661,19362.0,60,0.223,1,High School,Yes,Rural,0,Approved
37,62282.0,7,787,26644.0,36,0.38,0,High School,Yes,Semiurban,1,Approved
21,132070.0,3,635,11601.0,48,0.127,0,High School,Yes,Semiurban,3,Approved
21,50039.0,3,585,4571.0,36,0.177,4,High School,No,Semiurban,3,Rejected
30,105211.0,12,750,12134.0,12,0.203,0,Bachelor,No,Urban,3,Approved
47,74813.0,12,583,29260.0,36,0.191,2,High School,Yes,Urban,1,Rejected
61,24541.0,16,545,18963.0,12,0.456,0,High School,Yes,Rural,2,Rejected
55,29999.0,18,758,16468.0,48,0.172,1,Bachelor,Yes,Urban,3,Approved
50,34773.0,5,702,10374.0,48,0.391,0,High School,No,Rural,1,Approved
56,34370.0,9,725,5048.0,12,0.326,4,High School,No,Rural,3,Approved
28,52335.0,10,657,45446.0,36,0.126,1,Bachelor,No,Urban,2,Rejected
58,77122.0,0,586,15725.0,60,0.142,0,High School,No,Urban,0,Rejected
61,109691.0,29,601,13615.0,36,0.117,1,Bachelor,No,Semiurban,0,Approved
25,65159.0,7,670,11632.0,60,0.057,0,High School,No,Semiurban,2,Approved
42,43043.0,7,595,40683.0,24,0.293,3,High School,No,Urban,2,Rejected
58,17498.0,9,713,31921.0,12,0.266,0,Bachelor,No,Semiurban,3,Rejected
42,57177.0,6,655,9599.0,36,0.502,3,Bachelor,Yes,Urban,1,Approved
58,55785.0,17,704,38372.0,24,0.081,2,High School,No,Urban,2,Approved
63,60822.0,6,702,16380.0,60,0.209,0,Master,Yes,Semiurban,3,Approved
42,175171.0,24,719,12104.0,48,0.256,4,Master,No,Urban,2,Approved
23,108816.0,5,727,14873.0,48,0.299,4,Bachelor,Yes,Urban,1,Approved
36,84700.0,18,664,10818.0,48,0.407,2,High School,No,Semiurban,3,Approved
30,32401.0,12,704,7628.0,48,0.388,1,High School,No,Urban,2,Approved
42,41479.0,12,708,29810.0,48,0.413,2,Master,Yes,Urban,1,Rejected
47,52204.0,18,508,15594.0,48,0.138,0,High School,No,Semiurban,3,Rejected
41,35904.0,0,738,26885.0,60,0.52,3,High School,No,Rural,0,Approved
29,72428.0,2,701,21695.0,36,0.552,0,High School,Yes,Semiurban,3,Rejected
34,66929.0,15,732,25711.0,36,0.225,2,High School,No,Semiurban,0,Approved
51,30228.0,14,593,4761.0,36,0.255,2,High School,No,Urban,0,Approved
22,106227.0,4,666,10247.0,36,0.493,4,High School,No,Rural,0,Approved
30,58184.0,2,608,26061.0,36,0.332,2,Bachelor,No,Urban,2,Rejected
61,21250.0,26,746,7860.0,36,0.312,2,High School,No,Urban,0,Approved
25,53469.0,7,585,22940.0,36,0.195,2,Master,Yes,Urban,3,Rejected
39,64200.0,14,620,7289.0,24,0.701,1,Bachelor,No,Urban,0,Approved
30,93913.0,12,730,18193.0,60,0.283,0,High School,No,Semiurban,1,Approved
25,45683.0,7,643,51258.0,48,0.425,4,Master,No,Rural,1,Rejected
40,86721.0,20,620,29781.0,36,0.169,1,Bachelor,No,Semiurban,0,Approved
44,60963.0,23,758,5405.0,60,0.432,2,Bachelor,Yes,Urban,3,Approved
28,26684.0,10,761,31244.0,60,0.501,1,High School,Yes,Rural,3,Approved
24,25254.0,5,744,58840.0,60,0.502,1,Bachelor,Yes,Urban,3,Rejected
27,101976.0,9,754,110878.0,12,0.395,1,Master,No,Semiurban,3,Rejected
50,106179.0,8,673,24512.0,36,0.266,4,Doctorate,No,Semiurban,0,Approved
59,65689.0,0,675,7415.0,36,0.593,0,Bachelor,No,Semiurban,0,Approved
29,125207.0,1,641,23877.0,48,0.311,1,Bachelor,No,Urban,3,Rejected
35,98344.0,17,703,50795.0,48,0.098,0,Master,No,Rural,0,Approved
36,80104.0,11,650,15939.0,48,0.493,1,High School,No,Urban,2,Approved
37,33318.0,0,658,35460.0,48,0.22,1,Bachelor,Yes,Semiurban,0,Rejected
31,142539.0,13,735,10429.0,60,0.283,0,Bachelor,No,Urban,2,Approved
23,73869.0,5,779,22929.0,36,0.034,2,Bachelor,No,Semiurban,3,Approved
44,44484.0,26,720,3568.0,60,0.323,2,High School,No,Semiurban,0,Approved
37,38084.0,19,825,9705.0,60,0.239,2,High School,Yes,Semiurban,3,Approved
36,63343.0,1,637,17929.0,36,0.263,2,High School,No,Urban,1,Rejected
32,21939.0,14,552,14213.0,60,0.133,0,Master,No,Semiurban,1,Rejected
62,80814.0,18,744,7729.0,24,0.36,1,Bachelor,Yes,Rural,3,Approved
48,32553.0,5,632,13008.0,24,0.12,2,Master,No,Urban,3,Rejected
39,67435.0,10,669,22301.0,60,0.269,2,Master,Yes,Urban,2,Approved
30,41283.0,12,557,17019.0,36,0.25,2,High School,Yes,Semiurban,0,Rejected
57,47556.0,4,623,18727.0,36,0.358,1,Bachelor,No,Semiurban,1,Approved
60,36272.0,22,577,28967.0,60,0.228,2,Bachelor,No,Urban,1,Rejected
22,50333.0,4,657,14401.0,36,0.252,2,Master,No,Semiurban,3,Approved
62,155476.0,29,660,43547.0,24,0.284,1,Bachelor,No,Semiurban,0,Approved
52,117815.0,24,697,9463.0,12,0.334,0,Doctorate,No,Urban,3,Approved
25,66840.0,7,783,63028.0,36,0.384,2,Bachelor,No,Urban,3,Approved
54,54240.0,3,741,37109.0,24,0.304,2,High School,No,Urban,0,Approved
25,87500.0,0,568,14282.0,12,0.49,2,Bachelor,No,Urban,0,Rejected
23,102393.0,4,736,14914.0,60,0.239,0,High School,No,Rural,3,Approved
26,34846.0,8,698,20589.0,36,0.159,0,Bachelor,Yes,Urban,3,Approved
41,52707.0,23,683,26563.0,36,0.56,2,High School,No,Urban,1,Approved
48,20191.0,4,688,36665.0,24,0.372,0,Bachelor,No,Rural,3,Rejected
39,102007.0,21,705,7531.0,36,0.324,1,Master,No,Semiurban,3,Approved
26,171245.0,1,638,23920.0,48,0.3,1,High School,No,Rural,3,Approved
29,57477.0,8,676,4548.0,36,0.199,0,High School,No,Semiurban,1,Approved
59,17091.0,18,779,16041.0,36,0.084,1,High School,No,Rural,2,Approved
64,76878.0,25,637,46313.0,36,0.51,0,High School,No,Urban,0,Approved
54,33451.0,24,613,7163.0,24,0.539,0,High School,No,Semiurban,2,Rejected
25,38187.0,7,685,6365.0,24,0.122,4,Bachelor,No,Urban,0,Approved
57,77630.0,1,605,20778.0,36,0.474,1,Bachelor,No,Semiurban,0,Approved
52,63265.0,9,561,44354.0,24,0.377,4,Bachelor,Yes,Urban,1,Rejected
44,42051.0,24,664,22240.0,24,0.131,1,High School,No,Semiurban,0,Approved
27,38477.0,2,799,5219.0,24,0.241,2,Bachelor,No,Semiurban,1,Approved
65,58941.0,21,687,6028.0,48,0.209,0,Master,No,Urban,2,Approved
40,43909.0,21,703,19181.0,36,0.254,0,Bachelor,Yes,Urban,3,Approved
22,29882.0,4,530,8363.0,36,0.211,0,Bachelor,No,Semiurban,1,Rejected
30,45806.0,6,723,19672.0,36,0.156,0,Bachelor,No,Semiurban,2,Approved
39,66295.0,7,697,20446.0,36,0.241,3,High School,No,Semiurban,1,Approved
23,49868.0,5,640,13092.0,36,0.332,1,High School,No,Semiurban,2,Approved
35,25277.0,12,704,58555.0,36,0.195,1,Bachelor,No,Semiurban,0,Approved
42,94757.0,16,703,26421.0,36,0.558,1,High School,No,Urban,2,Approved
63,12195.0,3,611,39563.0,36,0.306,0,Bachelor,No,Semiurban,2,Rejected
24,43027.0,6,715,32745.0,24,0.494,3,Bachelor,Yes,Urban,2,Rejected
46,39104.0,7,780,16327.0,60,0.123,2,High School,Yes,Semiurban,0,Approved
62,59670.0,17,673,15863.0,48,0.143,0,Bachelor,Yes,Urban,3,Approved
57,74907.0,9,625,14834.0,12,0.228,1,High School,No,Semiurban,0,Approved
62,102212.0,29,677,28025.0,60,0.466,0,High School,No,Semiurban,0,Approved
28,37170.0,9,754,11795.0,24,0.302,2,Bachelor,Yes,Urban,0,Approved
57,75941.0,27,598,55238.0,24,0.477,1,Bachelor,No,Rural,2,Rejected
65,61254.0,5,733,11085.0,24,0.046,3,Master,No,Urban,0,Approved
35,21456.0,2,639,20693.0,60,0.288,3,Master,No,Urban,3,Rejected
43,156433.0,5,708,15510.0,24,0.03,0,Bachelor,Yes,Semiurban,2,Approved
44,24928.0,13,648,13428.0,48,0.061,0,High School,Yes,Rural,1,Approved
43,69273.0,25,647,73877.0,48,0.082,3,High School,No,Urban,0,Approved
34,68157.0,5,804,13531.0,36,0.404,1,High School,Yes,Urban,0,Approved
64,64003.0,24,584,14766.0,36,0.418,1,High School,No,Semiurban,2,Rejected
64,41901.0,21,726,11689.0,24,0.274,1,High School,No,Urban,1,Approved
38,86689.0,10,820,18487.0,48,0.238,1,Bachelor,No,Semiurban,2,Approved
57,23316.0,10,741,16853.0,36,0.153,1,Bachelor,No,Rural,1,Approved
38,53044.0,20,590,8696.0,36,0.312,3,High School,No,Urban,0,Approved
56,40334.0,22,594,13661.0,12,0.339,1,Bachelor,No,Urban,3,Rejected
47,37895.0,7,634,26754.0,48,0.503,0,Master,No,Semiurban,1,Rejected
42,69626.0,24,702,35090.0,48,0.541,0,High School,No,Semiurban,3,Approved
26,99479.0,8,707,18283.0,36,0.172,4,High School,No,Semiurban,0,Approved
50,45538.0,2,595,18704.0,36,0.189,1,Bachelor,No,Rural,2,Rejected
35,84496.0,17,625,14235.0,36,0.27,1,High School,Yes,Rural,1,Approved
30,56525.0,12,629,12985.0,36,0.203,0,High School,No,Urban,1,Approved
29,33661.0,11,676,9901.0,12,0.198,3,Bachelor,No,Rural,3,Approved
65,47725.0,21,839,6544.0,48,0.214,1,Bachelor,No,Semiurban,0,Approved
25,46647.0,7,620,11402.0,12,0.428,4,Master,No,Rural,2,Rejected
56,37494.0,26,617,32395.0,12,0.45,0,High School,No,Semiurban,1,Rejected
59,69616.0,11,605,13660.0,12,0.449,0,Master,No,Rural,3,Rejected
22,62576.0,4,738,14375.0,24,0.473,0,High School,No,Rural,0,Approved
47,22931.0,15,687,14194.0,36,0.262,1,High School,No,Urban,3,Approved
46,22176.0,8,623,40424.0,48,0.083,4,High School,No,Semiurban,3,Rejected
37,69471.0,19,663,9845.0,36,0.14,1,High School,Yes,Semiurban,0,Approved
51,35125.0,23,631,21552.0,36,0.054,2,Master,No,Semiurban,2,Approved
39,64939.0,12,712,17217.0,36,0.3,2,High School,No,Urban,3,Approved
40,84508.0,22,850,18813.0,36,0.292,0,High School,Yes,Urban,3,Approved
40,27339.0,13,731,21098.0,60,0.107,1,Bachelor,No,Urban,1,Approved
57,25305.0,30,683,18681.0,60,0.066,2,High School,No,Semiurban,1,Approved
49,138140.0,8,640,30139.0,60,0.272,1,Bachelor,No,Semiurban,1,Approved
38,66733.0,20,589,17661.0,60,0.243,0,Master,No,Semiurban,1,Approved
62,43674.0,16,745,55936.0,60,0.217,3,High School,No,Urban,2,Approved
57,32906.0,29,741,18528.0,36,0.44,1,High School,No,Rural,3,Approved
62,41537.0,6,655,5948.0,36,0.168,4,Bachelor,No,Semiurban,2,Rejected
53,28575.0,6,781,27256.0,48,0.159,2,Master,No,Rural,3,Approved
38,89408.0,20,692,23225.0,24,0.235,1,Master,No,Rural,3,Approved
55,35878.0,27,748,18385.0,36,0.03,1,Master,No,Rural,3,Approved
35,100361.0,17,712,15205.0,60,0.056,3,Bachelor,No,Semiurban,3,Approved
33,44123.0,14,677,4553.0,36,0.626,4,Bachelor,No,Semiurban,1,Approved
41,30985.0,12,618,5078.0,12,0.035,1,Master,Yes,Semiurban,1,Approved
64,43505.0,20,679,52523.0,36,0.334,0,Bachelor,No,Urban,1,Rejected
46,12988.0,23,753,12302.0,24,0.03,0,High School,Yes,Rural,3,Approved
38,51465.0,8,652,33718.0,36,0.038,0,Bachelor,No,Semiurban,2,Approved
41,50087.0,0,723,6350.0,36,0.195,0,Master,No,Semiurban,3,Approved
34,86569.0,2,609,9115.0,36,0.035,1,Master,No,Semiurban,3,Rejected
50,19489.0,10,749,27980.0,36,0.147,0,Bachelor,No,Semiurban,2,Approved
36,104205.0,18,713,16840.0,12,0.396,1,Bachelor,No,Semiurban,3,Approved
45,86372.0,13,600,25530.0,36,0.196,3,Master,No,Urban,2,Rejected
37,109504.0,19,673,17841.0,12,0.271,0,High School,No,Semiurban,0,Approved
35,53428.0,14,760,15727.0,36,0.128,2,Bachelor,No,Rural,2,Approved
64,96060.0,7,596,11569.0,48,0.453,0,Master,No,Semiurban,2,Rejected
36,24487.0,18,610,8284.0,24,0.338,2,Bachelor,No,Urban,2,Approved
24,81411.0,6,685,44796.0,60,0.104,3,Master,No,Semiurban,1,Approved
38,35988.0,20,850,49855.0,48,0.225,0,High School,No,Semiurban,0,Approved
44,22177.0,25,640,9163.0,24,0.328,2,High School,No,Rural,1,Approved
25,29638.0,7,727,8782.0,36,0.101,0,High School,No,Rural,0,Approved
34,55168.0,16,710,14358.0,24,0.091,0,High School,No,Urban,3,Approved
28,34952.0,10,646,22458.0,12,0.11,0,Bachelor,No,Urban,1,Rejected
43,67638.0,25,702,15994.0,60,0.595,0,Bachelor,No,Urban,3,Approved
53,20344.0,18,656,24905.0,48,0.163,0,High School,Yes,Urban,3,Rejected
64,17072.0,25,663,17433.0,48,0.136,2,Bachelor,Yes,Semiurban,3,Approved
38,116997.0,8,565,16708.0,48,0.105,0,Bachelor,No,Semiurban,1,Approved
59,90416.0,0,688,86390.0,60,0.134,2,High School,No,Rural,1,Rejected
30,30883.0,4,757,12794.0,60,0.189,0,Bachelor,No,Urban,0,Approved
56,54909.0,16,694,52266.0,12,0.08,0,Bachelor,Yes,Urban,0,Approved
46,96357.0,28,772,46101.0,24,0.568,1,High School,No,Semiurban,1,Approved
55,69262.0,19,734,24979.0,36,0.102,2,Master,No,Semiurban,1,Approved
54,59672.0,25,686,5147.0,36,0.22,3,Bachelor,No,Urban,1,Approved
44,100451.0,14,643,18367.0,36,0.072,2,Bachelor,Yes,Urban,2,Approved
32,36798.0,14,654,12882.0,36,0.11,1,High School,No,Semiurban,3,Approved
44,55951.0,26,580,18237.0,48,0.131,4,Bachelor,No,Urban,0,Approved
58,54463.0,6,670,9020.0,12,0.683,0,High School,No,Semiurban,1,Approved
64,47338.0,26,701,29428.0,48,0.201,4,Master,No,Rural,0,Approved
62,44387.0,0,819,34145.0,36,0.101,1,High School,No,Urban,2,Approved
29,57249.0,11,730,38509.0,12,0.349,0,High School,Yes,Semiurban,0,Approved
47,56051.0,13,625,14041.0,60,0.422,1,Bachelor,No,Rural,3,Rejected
25,30898.0,7,582,9041.0,36,0.32,1,High School,No,Semiurban,2,Rejected
51,85483.0,28,675,22623.0,48,0.112,1,High School,No,Urban,3,Approved
65,32147.0,20,751,56363.0,60,0.058,0,High School,No,Urban,2,Approved
23,48779.0,4,673,18830.0,12,0.368,0,Master,No,Rural,3,Rejected
50,46755.0,4,731,24152.0,36,0.366,1,Bachelor,Yes,Urban,1,Approved
63,66973.0,3,676,15451.0,24,0.057,2,Bachelor,No,Rural,3,Approved
59,17147.0,9,744,12976.0,24,0.048,3,High School,No,Rural,1,Approved
38,89777.0,2,570,27612.0,60,0.292,3,Bachelor,No,Rural,1,Rejected
25,37901.0,7,810,16801.0,48,0.143,1,Bachelor,No,Rural,1,Approved
62,107588.0,23,607,23398.0,36,0.288,1,High School,No,Rural,3,Approved
62,42281.0,27,750,25034.0,48,0.304,2,High School,No,Rural,3,Approved
47,53542.0,24,670,22562.0,60,0.395,2,Bachelor,Yes,Semiurban,2,Approved
65,157577.0,15,681,25867.0,24,0.214,2,High School,No,Urban,1,Approved
21,47219.0,3,672,10339.0,12,0.418,2,Doctorate,No,Urban,1,Rejected
48,108712.0,29,709,9937.0,60,0.267,1,High School,No,Urban,2,Approved
22,56194.0,1,724,17508.0,48,0.292,3,High School,No,Urban,2,Approved
63,69118.0,28,769,17784.0,24,0.213,2,High School,Yes,Rural,1,Approved
51,57157.0,22,796,12818.0,36,0.091,0,Bachelor,No,Rural,3,Approved
62,87676.0,11,715,21053.0,24,0.285,1,High School,Yes,Semiurban,0,Approved
46,37724.0,13,819,32483.0,36,0.501,0,High School,No,Rural,0,Approved
24,32012.0,6,697,38949.0,48,0.245,0,High School,No,Semiurban,0,Approved
22,38711.0,4,771,45076.0,36,0.41,2,High School,No,Semiurban,3,Rejected
36,58100.0,7,722,7658.0,48,0.328,2,High School,No,Rural,0,Approved
54,48710.0,9,649,8452.0,36,0.303,3,Bachelor,No,Rural,2,Approved
27,81287.0,0,704,14911.0,48,0.493,4,Bachelor,Yes,Rural,3,Approved
59,112723.0,15,728,18964.0,48,0.176,1,High School,No,Semiurban,1,Approved
31,32157.0,13,688,15416.0,36,0.293,0,Bachelor,No,Urban,3,Approved
43,36732.0,10,721,12568.0,36,0.446,0,Doctorate,No,Urban,1,Approved
30,24963.0,5,755,14769.0,24,0.172,4,Bachelor,No,Semiurban,1,Approved
41,168012.0,23,688,24644.0,48,0.403,1,Doctorate,No,Rural,1,Approved
41,65033.0,21,469,7585.0,48,0.319,0,High School,No,Semiurban,1,Rejected
21,71609.0,3,816,82562.0,36,0.166,1,Bachelor,No,Rural,1,Approved
46,26317.0,22,668,18247.0,60,0.157,0,High School,No,Urban,0,Approved
56,54965.0,11,628,35638.0,60,0.226,2,Master,Yes,Semiurban,0,Approved
63,72778.0,6,606,12346.0,24,0.142,3,Master,No,Semiurban,1,Approved
35,47862.0,17,665,26146.0,24,0.288,2,Bachelor,Yes,Rural,0,Approved
60,99382.0,23,648,19210.0,36,0.083,1,High School,Yes,Semiurban,1,Approved
60,196142.0,20,635,31415.0,24,0.218,0,Bachelor,No,Urban,1,Approved
65,32670.0,17,639,15820.0,60,0.072,0,Master,No,Rural,2,Approved
37,31349.0,0,730,49348.0,48,0.05,0,Bachelor,No,Urban,0,Approved
59,33939.0,19,842,6825.0,12,0.314,1,Master,No,Semiurban,2,Approved
46,133052.0,19,752,33364.0,36,0.054,0,Bachelor,No,Semiurban,0,Approved
23,97576.0,5,774,19444.0,24,0.619,1,High School,Yes,Rural,0,Approved
33,51049.0,7,662,9286.0,36,0.285,1,Bachelor,No,Urban,3,Rejected
51,56117.0,30,698,64021.0,24,0.381,1,High School,No,Semiurban,3,Approved
28,35101.0,10,722,59861.0,60,0.359,0,Master,No,Urban,2,Rejected
40,89734.0,8,641,4676.0,48,0.277,1,High School,No,Semiurban,0,Approved
55,44629.0,21,658,20192.0,60,0.071,2,Bachelor,No,Urban,3,Approved
27,47669.0,9,754,28476.0,24,0.175,0,High School,No,Urban,3,Approved
43,76874.0,17,772,23986.0,36,0.362,1,High School,No,Rural,2,Approved
30,49597.0,12,695,48205.0,48,0.312,1,Master,No,Semiurban,1,Approved
45,48332.0,11,600,42112.0,36,0.502,2,Bachelor,No,Rural,1,Rejected
31,55321.0,4,668,21386.0,36,0.258,3,Master,No,Rural,0,Approved
64,85181.0,5,582,79082.0,60,0.393,2,Bachelor,No,Urban,3,Rejected
24,136034.0,6,696,33093.0,48,0.203,2,High School,Yes,Urban,3,Approved
64,75895.0,15,709,14324.0,60,0.246,3,High School,No,Urban,2,Approved
56,85555.0,12,670,12570.0,36,0.267,3,Bachelor,No,Urban,2,Approved
59,49275.0,9,708,40388.0,36,0.361,2,High School,No,Urban,2,Approved
59,37265.0,22,721,10750.0,36,0.303,1,Bachelor,No,Urban,1,Approved
29,78809.0,11,709,13791.0,36,0.327,2,High School,No,Urban,0,Approved
62,60432.0,23,600,15404.0,24,0.27,0,Doctorate,No,Semiurban,1,Approved
47,25151.0,16,671,22681.0,60,0.143,3,High School,No,Urban,0,Approved
64,45920.0,14,721,15873.0,36,0.124,0,Bachelor,No,Urban,3,Approved
